51,Ruppin,5,Saxon,Catholic,Livestock,Woods,no,no,0,0
52,Magdeburg,10,Saxon,Catholic,Cloth,Woods,yes,no,2,0
53,Luneburg,8,Lower Saxon,Catholic,Salt,Woods,no,no,0,0
54,Stade,6,Lower Saxon,Catholic,Fish,Grasslands,no,no,0,0
55,Oldenburg,7,Hannoverian,Catholic,Salt,Grasslands,no,no,0,0
56,Osnabruck,9,Hannoverian,Catholic,Salt,Woods,no,no,0,0
57,Braunschweig,9,Lower Saxon,Catholic,Iron,Woods,yes,no,0,0
58,Anhalt,6,Saxon,Catholic,Wool,Woods,no,no,0,0
59,Wittenberg,10,Saxon,Catholic,Wool,Woods,no,no,0,0
60,Budysin,5,Sorbian,Catholic,Cloth,Woods,no,no,0,0
61,Dresden,14,Saxon,Catholic,Iron,Woods,yes,no,1,0
62,Leipzig,10,Saxon,Catholic,Wool,Woods,no,no,0,0
63,Erfurt,12,Saxon,Catholic,Dyes,Hills,yes,no,1,0
64,Landsad,12,Bavarian,Catholic,Salt,Farmlands,yes,no,0,0
65,Minga,15,Bavarian,Catholic,Grain,Farmlands,yes,no,0,0
66,Bamberg,6,Franconian,Catholic,Wine,Woods,no,no,0,0
67,Nurnberg,19,Franconian,Catholic,Paper,Farmlands,no,no,2,0
68,Memmingen,13,Swabian,Catholic,Cloth,Farmlands,no,no,0,0
69,Dortmund,12,Hannoverian,Catholic,Cloth,Woods,no,no,1,0
70,Stuttgart,11,Swabian,Catholic,Grain,Farmlands,no,no,0,0
71,Ansbach,8,Franconian,Catholic,Salt,Grasslands,no,no,0,0
72,Breisgau,11,Swabian,Catholic,Glass,Woods,yes,no,0,0
73,Inntal,9,Austrian,Catholic,Gold,Mountain,no,no,0,1
74,Baden,8,Swabian,Catholic,Wine,Grasslands,no,no,0,0
75,Strassburg,16,Swabian,Catholic,Paper,Grasslands,yes,no,1,0
76,Soizbuag,14,Bavarian,Catholic,Salt,Mountain,no,no,1,0
77,Heidelberg,13,Hessian,Catholic,Wine,Farmlands,yes,no,0,0
78,Mainz,10,Hessian,Catholic,Paper,Farmlands,no,no,1,0
79,Wurzburg,11,Franconian,Catholic,Wine,Grasslands,yes,no,0,0
80,Trier,12,Hessian,Catholic,Grain,Woods,no,no,0,0
81,Oberhessen,10,Hessian,Catholic,Wool,Woods,no,no,0,0
82,Westfalen,7,Hannoverian,Catholic,Wool,Woods,no,no,0,0
83,Nassau,9,Hessian,Catholic,Copper,Woods,no,no,0,0
84,Berg,9,Hessian,Catholic,Cloth,Woods,no,no,0,0
85,Koln,15,Hessian,Catholic,Paper,Woods,yes,no,2,1
86,Munster,12,Hannoverian,Catholic,Cloth,Woods,yes,no,0,0
87,Calais,13,Wallonian,Catholic,Fish,Grasslands,yes,no,1,0
88,Artois,15,Wallonian,Catholic,Cloth,Farmlands,no,no,0,0
89,Picardie,17,Francien,Catholic,Grain,Grasslands,yes,no,0,0
90,Brugge,18,Flemish,Catholic,Cloth,Farmlands,no,no,2,0
91,Hainaut,15,Wallonian,Catholic,Cloth,Grasslands,no,no,0,0
92,Brabant,18,Flemish,Catholic,Cloth,Farmlands,no,no,0,0
93,Liege,15,Wallonian,Catholic,Glass,Woods,yes,no,0,0
94,Luxemburg,12,Wallonian,Catholic,Iron,Woods,yes,no,0,0
95,Breda,9,Dutch,Catholic,Cloth,Woods,no,no,0,0
96,Zeeland,11,Dutch,Catholic,Salt,Grasslands,no,no,0,0
97,Amsterdam,16,Dutch,Catholic,Cloth,Farmlands,no,no,2,2
98,Utrecht,12,Dutch,Catholic,Cloth,Farmlands,yes,no,0,0
99,Gelre,15,Dutch,Catholic,Livestock,Woods,no,no,0,0
100,Fryslan,14,Frisian,Catholic,Livestock,Farmlands,no,no,0,0
101,Genova,25,Ligurian,Catholic,Paper,Hills,yes,no,3,0
102,Nizza,10,Ligurian,Catholic,Fish,Hills,no,no,0,0
103,Torino,17,Piedmontese,Catholic,Wine,Mountain,no,no,0,0
104,Milano,21,Lombard,Catholic,Cloth,Farmlands,yes,no,2,1
105,Parma,15,Romagnan,Catholic,Livestock,Hills,no,no,0,0
106,Modena,12,Romagnan,Catholic,Livestock,Hills,no,no,0,0
107,Brescia,13,Lombard,Catholic,Cloth,Hills,yes,no,0,0
108,Verona,13,Venetian,Catholic,Grain,Farmlands,no,no,1,0
109,Mantova,19,Romagnan,Catholic,Livestock,Farmlands,yes,no,1,0
110,Trient,8,Venetian,Catholic,Iron,Mountain,no,no,0,0
111,Friuli,12,Venetian,Catholic,Wine,Hills,no,no,0,0
112,Venezia,27,Venetian,Catholic,Glass,Coastline,no,no,3,2
113,Ferrara,14,Romagnan,Catholic,Salt,Farmlands,yes,yes,0,0
114,Ravenna,11,Romagnan,Catholic,Salt,Grasslands,no,no,0,0
115,Pisa,15,Tuscan,Catholic,Wine,Farmlands,no,no,1,0
116,Firenze,28,Tuscan,Catholic,Wine,Hills,yes,no,2,1
117,Siena,20,Tuscan,Catholic,Glass,Farmlands,no,no,0,0
118,Roma,25,Umbrian,Catholic,Paper,Farmlands,yes,no,1,1
119,Ancona,14,Umbrian,Catholic,Paper,Hills,no,no,0,0
120,Abruzzi,13,Neapolitan,Catholic,Wine,Mountain,no,no,0,0
121,Napoli,22,Neapolitan,Catholic,Grain,Farmlands,yes,no,2,1
122,Salento,8,Neapolitan,Catholic,Wine,Grasslands,no,no,0,0
123,Calabria,6,Sicilian,Catholic,Fish,Hills,no,no,0,0
124,Messina,17,Sicilian,Catholic,Fish,Mountain,yes,no,0,0
125,Palerm,13,Sicilian,Catholic,Wine,Farmlands,no,no,1,0
126,Malta,8,Maltese,Catholic,Fish,Coastline,no,no,0,1
127,Sasser,8,Sardinian,Catholic,Fish,Highlands,no,no,0,0
128,Unterkarnten,10,Austrian,Catholic,Iron,Woods,yes,no,0,0
129,Krain,10,Slovene,Catholic,Livestock,Woods,no,no,0,0
130,Istria,8,Dalmatian,Catholic,Salt,Woods,no,no,1,0
131,Zagreb,7,Croatian,Catholic,Cloth,Grasslands,yes,no,0,0
132,Steiamoak,11,Austrian,Catholic,Grain,Mountain,no,no,0,0
133,Ob der Enns,11,Austrian,Catholic,Grain,Hills,no,no,0,0
134,Wien,18,Austrian,Catholic,Wine,Farmlands,yes,no,2,1
135,Sopron,8,Hungarian,Catholic,Grain,Grasslands,no,no,0,0
136,Spalato,9,Dalmatian,Catholic,Wool,Grasslands,yes,no,0,0
137,Ragusa,14,Dalmatian,Catholic,Salt,Hills,no,no,2,0
138,Zeta,5,Serbian,Orthodox,Livestock,Mountain,no,no,0,0
139,Hum,8,Bosnian,Catholic,Wool,Mountain,no,no,0,0
140,Bosnia,7,Bosnian,Orthodox,Salt,Hills,no,no,0,0
141,Smederevo,8,Serbian,Orthodox,Grain,Woods,yes,no,0,0
142,Corfu,6,Greek,Orthodox,Fish,Coastline,yes,no,0,0
143,Avlonya,4,Albanian,Orthodox,Wool,Mountain,no,no,0,0
144,Yanya,4,Greek,Orthodox,Wool,Mountain,no,no,0,0
145,Morea,6,Greek,Orthodox,Wine,Highlands,yes,no,0,0
146,Atene,11,Greek,Orthodox,Grain,Farmlands,no,no,1,1
147,Tirhala,12,Greek,Orthodox,Wool,Grasslands,no,no,0,0
148,Selanik,10,Greek,Orthodox,Cloth,Farmlands,yes,no,2,0
149,Edirne,14,Greek,Orthodox,Cloth,Grasslands,no,no,0,0
150,Nigbolu,8,Bulgarian,Orthodox,Grain,Farmlands,no,no,0,0
151,Constantinople,20,Greek,Orthodox,Glass,Farmlands,yes,no,2,2
152,Varazdin,6,Croatian,Catholic,Cloth,Farmlands,no,no,0,0
153,Pest,11,Hungarian,Catholic,Grain,Farmlands,no,no,2,1
154,Nyitra,8,Slovak,Catholic,Gold,Highlands,no,no,0,1
155,Bekes,6,Hungarian,Catholic,Wine,Grasslands,no,no,0,0
156,Temes,8,Transylvanian,Catholic,Wool,Hills,yes,no,0,0
157,Bihar,5,Transylvanian,Orthodox,Naval Supplies,Grasslands,no,no,0,0
158,Maros,8,Transylvanian,Catholic,Wool,Mountain,no,no,0,0
159,Silistre,6,Bulgarian,Orthodox,Fish,Grasslands,no,no,0,0
160,Oltenia,8,Romanian,Orthodox,Copper,Farmlands,no,no,0,0
161,Tirgoviste,13,Romanian,Orthodox,Livestock,Farmlands,no,no,1,0
162,Zemplen,7,Slovak,Catholic,Grain,Highlands,yes,no,0,0
163,Creta,13,Greek,Orthodox,Fish,Highlands,no,no,0,0
164,Nasso,6,Greek,Orthodox,Wine,Coastline,no,no,0,0
165,Bern,13,Swiss,Catholic,Iron,Hills,yes,no,1,0
166,Waldstatte,10,Swiss,Catholic,Iron,Mountain,no,no,0,0
167,Caux,12,Normand,Catholic,Glass,Farmlands,no,yes,0,0
168,Caen,12,Normand,Catholic,Cloth,Grasslands,yes,no,0,0
169,Arvor,12,Breton,Catholic,Cloth,Farmlands,no,no,0,0
170,Penn-ar-Bed,10,Breton,Catholic,Naval Supplies,Grasslands,yes,no,1,0
171,Bro Wened,9,Breton,Catholic,Fish,Grasslands,no,no,0,0
172,Bro Naoned,12,Breton,Catholic,Salt,Farmlands,no,yes,0,0
173,Labourd,10,Basque,Catholic,Wine,Woods,yes,no,0,0
174,Bordeaux,21,Gascon,Catholic,Wine,Woods,no,yes,1,0
175,Armagnac,15,Gascon,Catholic,Wool,Woods,no,no,0,0
176,Bearn,12,Gascon,Catholic,Wool,Hills,no,no,0,0
177,Maine,16,Francien,Catholic,Cloth,Farmlands,no,no,0,0
178,Anjou,15,Francien,Catholic,Cloth,Woods,yes,no,0,0
179,Berry,12,Francien,Catholic,Wine,Grasslands,no,no,0,0
180,Haut-Poitou,12,Francien,Catholic,Livestock,Farmlands,yes,no,0,0
181,Rethelois,14,Wallonian,Catholic,Cloth,Woods,yes,no,0,0
182,Valois,14,Francien,Catholic,Livestock,Farmlands,no,no,0,0
183,Paris,23,Francien,Catholic,Paper,Farmlands,no,no,2,2
184,Orleanais,17,Francien,Catholic,Grain,Woods,no,no,1,0
185,Nemours,15,Francien,Catholic,Paper,Grasslands,no,no,0,0
186,Reims,16,Francien,Catholic,Wine,Farmlands,no,no,2,0
187,Barrois,10,Burgundian,Catholic,Cloth,Woods,no,no,0,0
188,Metz,17,Burgundian,Catholic,Glass,Woods,no,no,1,0
189,Lorraine,15,Burgundian,Catholic,Iron,Woods,no,no,0,0
190,Bourbonnais,12,Francien,Catholic,Iron,Woods,no,no,0,0
191,Nivernais,13,Burgundian,Catholic,Livestock,Farmlands,no,no,0,0
192,Dijonnais,20,Burgundian,Catholic,Wine,Farmlands,no,no,2,0
193,Franche-Comte,10,Burgundian,Catholic,Salt,Hills,yes,no,0,0
194,Perigord,9,Gascon,Catholic,Wine,Woods,no,no,0,0
195,Limousin,8,Gascon,Catholic,Livestock,Woods,no,no,0,0
196,Toulouse,15,Occitain,Catholic,Wine,Hills,no,no,0,0
197,Rossello,8,Catalan,Catholic,Wine,Hills,yes,no,0,0
198,Rouergue,8,Occitain,Catholic,Livestock,Hills,no,no,0,0
199,Auvergne,10,Occitain,Catholic,Iron,Mountain,no,no,0,0
200,Montpellier,16,Occitain,Catholic,Cloth,Farmlands,no,no,0,0
201,Aix,20,Occitain,Catholic,Wine,Hills,yes,yes,1,0
202,Avignone,11,Occitain,Catholic,Cloth,Grasslands,yes,no,0,1
203,Lyonnais,18,Occitain,Catholic,Paper,Hills,yes,no,2,0
204,Dauphine,10,Occitain,Catholic,Wool,Mountain,no,no,0,0
205,Ciamberi,15,Occitain,Catholic,Cloth,Mountain,yes,no,0,0
206,La Coruna,7,Galician,Catholic,Fish,Woods,no,no,0,0
207,Asturias,11,Leonese,Catholic,Livestock,Grasslands,no,no,0,0
208,Leon,10,Leonese,Catholic,Livestock,Mountain,no,no,1,0
209,Vizcaya,6,Basque,Catholic,Iron,Grasslands,no,no,0,0
210,Nafarroa,7,Basque,Catholic,Iron,Mountain,no,no,0,0
211,Osca,7,Aragonese,Catholic,Wool,Mountain,yes,no,0,0
212,Girona,9,Catalan,Catholic,Fish,Hills,no,no,0,0
213,Barcelona,14,Catalan,Catholic,Glass,Grasslands,no,no,1,0
214,Saragossa,13,Aragonese,Catholic,Cloth,Drylands,no,no,1,1
215,Valladolid,8,Castillian,Catholic,Cloth,Grasslands,no,no,0,0
216,Salamanca,12,Leonese,Catholic,Livestock,Highlands,no,no,0,0
217,Madrid,15,Castillian,Catholic,Cloth,Grasslands,no,no,0,1
218,Badajoz,8,Andalucian,Catholic,Grain,Grasslands,no,no,0,0
219,Toledo,14,Castillian,Catholic,Iron,Grasslands,yes,no,1,0
220,Valencia,15,Catalan,Catholic,Cloth,Drylands,yes,no,2,0
221,Murcia,10,Andalucian,Catholic,Grain,Drylands,no,no,0,0
222,Marriya,6,Andalucian,Sunni,Grain,Mountain,no,no,0,0
223,Garnatah,14,Andalucian,Sunni,Silk,Mountain,no,no,0,1
224,Sevilla,16,Andalucian,Catholic,Wine,Drylands,no,yes,2,0
225,Cordoba,10,Andalucian,Catholic,Grain,Drylands,no,no,0,0
226,Jabal Tariq,3,Andalucian,Sunni,Fish,Mountain,no,no,0,0
227,Lisboa,16,Portugese,Catholic,Fish,Grasslands,yes,yes,2,2
228,Beira,11,Portugese,Catholic,Wine,Highlands,no,no,0,0
229,Beja,9,Portugese,Catholic,Livestock,Grasslands,no,no,0,0
230,Algarve,8,Portugese,Catholic,Salt,Grasslands,no,no,0,0
231,Porto,19,Portugese,Catholic,Wine,Grasslands,no,yes,1,0
232,Braganca,12,Portugese,Catholic,Wine,Hills,no,no,0,0
233,Cornwall,3,Cornish,Catholic,Copper,Coastline,no,no,0,0
234,Hampshire,9,English,Catholic,Fish,Farmlands,no,no,0,1
235,Kent,12,English,Catholic,Cloth,Farmlands,no,no,0,0
236,London,20,English,Catholic,Cloth,Farmlands,yes,yes,2,1
237,Oxford,10,English,Catholic,Livestock,Grasslands,no,no,0,0
238,Essex,14,English,Catholic,Cloth,Farmlands,no,no,0,0
239,Gloucester,6,English,Catholic,Naval Supplies,Woods,no,no,1,0
240,Shrewsbury,8,English,Catholic,Wool,Woods,no,no,0,0
241,Glamorgan,5,Welsh,Catholic,Iron,Grasslands,no,no,0,0
242,Gwynedd,5,Welsh,Catholic,Livestock,Hills,no,no,0,0
243,Lincolnshire,8,English,Catholic,Cloth,Farmlands,no,no,1,0
244,Lancashire,8,English,Catholic,Wool,Woods,no,no,0,0
245,York,8,English,Catholic,Cloth,Farmlands,no,no,1,0
246,Northumberland,8,English,Catholic,Wool,Marsh,yes,no,0,0
247,Cumbria,5,English,Catholic,Wool,Woods,no,no,0,0
248,Lothian,16,Scottish,Catholic,Cloth,Farmlands,no,no,2,1
249,Ayrshire,10,Scottish,Catholic,Wool,Grasslands,no,no,1,0
250,Perth,10,Highland Scottish,Catholic,Livestock,Hills,no,no,0,0
251,Aberdeen,9,Scottish,Catholic,Fish,Hills,no,no,0,0
252,Inverness,7,Highland Scottish,Catholic,Wool,Highlands,no,no,0,0
253,Outer Hebrides,3,Highland Scottish,Catholic,Grain,Coastline,no,no,0,0
254,Poznan,17,Polish,Catholic,Salt,Farmlands,yes,no,0,0
255,Kalisz,7,Polish,Catholic,Cloth,Farmlands,no,no,0,0
256,Plock,6,Polish,Catholic,Grain,Woods,yes,no,0,0
257,Warszawa,12,Polish,Catholic,Cloth,Farmlands,no,no,1,0
258,Sieradz,7,Polish,Catholic,Grain,Farmlands,no,no,0,0
259,Sandomierz,9,Polish,Catholic,Cloth,Farmlands,no,no,0,0
260,Lublin,13,Polish,Catholic,Cloth,Farmlands,no,no,2,0
261,Halicz,8,Ruthenian,Orthodox,Grain,Woods,no,no,0,0
262,Krakow,20,Polish,Catholic,Salt,Farmlands,yes,no,2,1
263,Raciborz,8,Schlesian,Catholic,Iron,Highlands,no,no,0,0
264,Wroclaw,13,Schlesian,Catholic,Cloth,Farmlands,no,no,1,0
265,Brno,8,Czech,Hussite,Wine,Grasslands,no,no,0,0
266,Praha,22,Czech,Hussite,Cloth,Farmlands,yes,no,2,1
267,Plzen,11,Czech,Catholic,Naval Supplies,Farmlands,no,no,0,0
268,Suceava,11,Romanian,Orthodox,Livestock,Farmlands,no,no,0,0
269,Palenke,13,Polish,Catholic,Livestock,Woods,no,no,0,0
270,Trakai,8,Lithuanian,a,Livestock,Grasslands,no,no,0,1
271,Zemaitija,6,Lithuanian,Catholic,Livestock,Woods,no,no,0,0
272,Vilnius,13,Lithuanian,Catholic,Grain,Woods,yes,no,1,0
273,Lettgallen,5,Latvian,Catholic,Livestock,Woods,yes,no,0,0
274,Pskov,14,Novgorodian,Orthodox,Livestock,Woods,yes,no,1,0
275,Polockas,9,Byelorussian,Orthodox,Iron,Woods,yes,no,0,0
276,Minskas,7,Byelorussian,Orthodox,Naval Supplies,Woods,no,no,0,0
277,Brasta,6,Byelorussian,Orthodox,Wool,Marsh,no,no,0,0
278,Pinskas,6,Byelorussian,Orthodox,Wool,Marsh,no,no,0,0
279,Voluine,10,Ruthenian,Orthodox,Livestock,Farmlands,no,no,0,0
280,Kijevas,10,Ruthenian,Orthodox,Grain,Farmlands,no,no,2,1
281,Podole,6,Ruthenian,Orthodox,Livestock,Grasslands,yes,no,0,0
282,Edisanas,5,Crimean,Sunni,Livestock,Steppe,no,yes,0,0
283,Zaporoze,4,Crimean,Sunni,Livestock,Steppe,no,no,0,0
284,Crimea,18,Crimean,Sunni,Salt,Steppe,yes,no,0,0
285,Cafa,10,Pontic Greek,Orthodox,Wine,Steppe,no,no,2,0
286,Azov,9,Crimean,Sunni,Slaves,Steppe,no,yes,0,0
287,Kuban,9,Crimean,Sunni,Livestock,Steppe,no,no,0,0
288,Lower Don,8,Mishary,Sunni,Livestock,Steppe,no,no,0,0
289,Cernigovas,5,Ryazanian,Orthodox,Iron,Farmlands,no,no,0,0
290,Poltava,5,Ruthenian,Orthodox,Grain,Farmlands,no,no,0,0
291,Charkovas,5,Ryazanian,Orthodox,Iron,Steppe,no,no,0,0
292,Mogiliavas,5,Byelorussian,Orthodox,Wool,Grasslands,no,no,0,0
293,Smolenskas,9,Ryazanian,Orthodox,Grain,Grasslands,yes,no,2,0
294,Tver,11,Russian,Orthodox,Grain,Grasslands,no,no,0,0
295,Moskva,17,Russian,Orthodox,Iron,Grasslands,yes,no,2,2
296,Kaluga,8,Russian,Orthodox,Grain,Woods,no,no,0,0
297,Brianskas,5,Ryazanian,Orthodox,Grain,Woods,no,no,0,0
298,Kurskas,4,Ryazanian,Orthodox,Grain,Woods,no,no,0,0
299,Voronezh,8,Mishary,Sunni,Livestock,Steppe,no,no,0,0
300,Tula,8,Ryazanian,Orthodox,Iron,Steppe,no,no,0,0
301,Ryazan,13,Ryazanian,Orthodox,Wool,Steppe,yes,no,0,0
302,Tambov,9,Mishary,Sunni,Iron,Steppe,no,no,0,0
303,Saratov,12,Mishary,Sunni,Livestock,Steppe,no,no,0,0
304,Penza,8,Kazani,Sunni,Livestock,Steppe,no,no,0,0
305,Perm,11,Uralic,Tengri,Copper,Forest,no,no,0,0
306,Nizhny Novgorod,13,Russian,Orthodox,Copper,Woods,yes,no,2,0
307,Vladimir,11,Russian,Orthodox,Iron,Woods,no,no,0,0
308,Yaroslavl,11,Russian,Orthodox,Livestock,Grasslands,yes,no,1,0
309,Olonets,8,Karelian,Orthodox,Fur,Forest,no,no,0,0
310,Novgorod,20,Novgorodian,Orthodox,Fur,Woods,yes,no,2,0
311,Kholm,6,Novgorodian,Orthodox,Naval Supplies,Woods,no,no,0,0
312,Beloozero,7,Novgorodian,Orthodox,Naval Supplies,Forest,no,no,0,0
313,Soroka,4,Novgorodian,Orthodox,Fur,Forest,no,no,0,0
314,Vologda,8,Russian,Orthodox,Iron,Forest,no,no,0,0
315,Finnmark,3,Sapmi,Catholic,Fish,Forest,no,no,0,0
316,Kocaeli,9,Turkish,Sunni,Grain,Woods,yes,no,0,0
317,Hudavendigar,12,Turkish,Sunni,Silk,Woods,no,no,2,0
318,Sugla,10,Turkish,Sunni,Cotton,Hills,yes,no,2,0
319,Mentesha,9,Turkish,Sunni,Salt,Highlands,no,no,0,1
320,Rhodes,11,Greek,Orthodox,Fish,Coastline,yes,no,0,0
321,Cyprus,15,Greek,Orthodox,Wine,Highlands,yes,no,0,0
322,Kutahya,8,Turkish,Sunni,Cloth,Drylands,no,no,0,0
323,Konya,9,Turkish,Sunni,Salt,Highlands,no,no,0,0
324,Karaman,14,Turkish,Sunni,Livestock,Highlands,no,no,0,0
325,Kastamonu,10,Turkish,Sunni,Copper,Hills,no,no,0,0
326,Ankara,9,Turkish,Sunni,Cloth,Highlands,yes,no,0,0
327,Adana,10,Turkish,Sunni,Cotton,Drylands,no,no,1,0
328,Sinop,8,Turkish,Sunni,Naval Supplies,Grasslands,yes,no,2,0
329,Sivas,9,Turkish,Shiite,Livestock,Highlands,no,no,0,0
330,Trebizond,12,Pontic Greek,Orthodox,Naval Supplies,Mountain,yes,no,1,0
331,Erzurum,12,Armenian,Coptic,Livestock,Mountain,no,no,0,0
332,Marash,6,Turkish,Sunni,Wool,Highlands,no,no,0,0
333,Mallorca,5,Catalan,Catholic,Sugar,Coastline,no,no,0,0
334,Tangiers,7,Moroccan,Sunni,Cloth,Drylands,yes,no,2,0
335,Melilla,7,Berber,Sunni,Fish,Highlands,no,no,0,0
336,Tala Imsan,13,Berber,Sunni,Cloth,Highlands,yes,no,2,0
337,Wehran,7,Algerian,Sunni,Cloth,Drylands,no,no,0,0
338,Mitija,13,Algerian,Sunni,Grain,Drylands,no,no,1,0
339,Kabylia,8,Berber,Sunni,Iron,Highlands,no,no,0,0
340,Qusantinah,8,Berber,Sunni,Grain,Highlands,no,no,0,0
341,Tunis,14,Tunisian,Sunni,Cloth,Drylands,no,no,2,0
342,Gharb,10,Moroccan,Sunni,Grain,Drylands,no,no,1,0
343,Fez,13,Moroccan,Sunni,Cloth,Mountain,yes,no,0,0
344,Marrakech,12,Moroccan,Sunni,Sugar,Mountain,yes,no,0,0
345,Abda,3,Moroccan,Sunni,Sugar,Drylands,no,no,0,0
346,Tafilalt,10,Moroccan,Sunni,Gold,Highlands,no,no,2,0
347,Ifni,3,Berber,Sunni,Fish,Coastal Desert,no,no,0,0
348,Sus,12,Berber,Sunni,Sugar,Highlands,no,no,0,0
349,Figuig,5,Berber,Sunni,Livestock,Highlands,no,no,0,0
350,Laghouat,3,Algerian,Sunni,Livestock,Desert,no,no,0,0
351,Biskra,3,Berber,Sunni,Wool,Highlands,no,no,0,0
352,Qafsah,5,Tunisian,Sunni,Salt,Desert,no,no,0,0
353,Tataouine,3,Tunisian,Sunni,Grain,Coastal Desert,no,no,0,0
354,Tripoli,5,Tunisian,Sunni,Cloth,Coastal Desert,no,no,2,0
355,Sirt,3,Tunisian,Sunni,Fish,Desert,no,no,0,0
356,Bangazi,6,Egyptian,Sunni,Livestock,Coastal Desert,no,no,1,0
357,Darnah,3,Egyptian,Sunni,Livestock,Coastal Desert,no,no,0,0
358,Iskandariyya,13,Egyptian,Sunni,Spices,Farmlands,yes,no,1,0
359,Fayyum,12,Egyptian,Sunni,Cotton,Farmlands,no,no,0,0
360,Qus,3,Egyptian,Sunni,Livestock,Desert,no,no,0,0
361,Qahirah,24,Egyptian,Sunni,Cloth,Farmlands,yes,no,2,2
362,Rashid,10,Egyptian,Sunni,Grain,Marsh,no,yes,1,0
363,Dumyat,10,Egyptian,Sunni,Grain,Farmlands,no,yes,0,0
364,Ghazzah,8,Syrian,Sunni,Salt,Coastal Desert,no,no,0,0
365,Sina,3,Bedouin,Sunni,Gems,Highlands,no,no,0,0
366,Gran Canaria,7,Berber,Animism,Unknown,Coastline,no,no,0,0
367,Acores,7,Berber,Animism,Fish,Coastline,no,no,0,0
368,Madeira,9,Berber,Animism,Unknown,Coastline,no,no,0,0
369,Orkneyjar,3,Norwegian,Catholic,Fish,Coastline,no,no,0,0
